Haselhuhn,Hazel Grouse,,,,,,,
Grauwangen-Musendrossel,#,,,,,,,
Zwergmusendrossel,#,,,,,,,
Einsiedler-Musendrossel,#,,,,,,,
Einfarbdrossel,Tickell's Thrush,,,,,,,
Rotkehldrossel,Red-throated Thrush,,,,,,,
Rostschwanzdrossel,Naumann's Thrush ,Dusky Thrush ,,,,,,
Blaumerle,Blue Rock Thrush,Blue Rock-Thrush ,Blue Rock-thrush ,,,,,
Mittelmeer-Steinschmätzer,Black-eared Wheatear,,,,,,,
Zypernsteinschmätzer,Cyprus Wheatear,Cyprus Pied Wheatear,,,,,,
Schafstelze,Western Yellow Wagtail,Yellow Wagtail ,Eastern Yellow Wagtail,,,,,
Taigabirkenzeisig,Common Redpoll,Mealy Redpoll,Redpoll,,,,,
Alpenbirkenzeisig,#,,,,,,,
Türkenammer,Cinereous Bunting,,,,,,,
Grünmantel-Waldsänger,#,,,,,,,
Schmuckreiher,Snowy Egret,,,,,,,
Moschusente,Muscovy Duck ,,,,,,,
Indien-Fleckschnabelente,Indian Spot-billed Duck,,,,,,,
Dunkelente,American Black Duck,Black Duck,North American Black Duck ,,,,,
Spießflughuhn,Pin-tailed Sandgrouse,,,,,,,
Spornkiebitz,Spur-winged Lapwing,Spur-winged Plover ,,,,,,
Ohrenscharbe,Double-crested Cormorant ,,,,,,,
Pharaonenibis,#,,,,,,,
Rotgesichtlöffler,#,,,,,,,
Schwarzhalsreiher,Black-headed Heron,,,,,,,
Dreifarbenreiher,Tricolored Heron,,,,,,,
Sperbergeier,Rüppell's Vulture,Rüppell's Griffon,Ruppell's Vulture,Ruppell's Griffon,Rueppell's Vulture,Rueppell's Griffon ,,
Bindenseeadler,Pallas's Fish Eagle,Pallas' Sea-Eagle,Pallas' Sea Eagle ,Pallas' Fish-eagle ,Pallas' Fish Eagle,Pallas's Fish-Eagle ,Pallas's Fish-eagle ,Pallas's Sea-Eagle 
Weißkopf-Seeadler,Bald Eagle,American Bald Eagle,,,,,,
Riesenseeadler,Steller's Sea Eagle,Steller's Sea-Eagle ,Steller's Sea-eagle ,,,,,
Virginiauhu,Great Horned Owl,,,,,,,
Azurelster,Azure-winged Magpie,,,,,,,
Mongolenstar,Daurian Starling ,Purple-backed Starling ,,,,,,
Amurdrossel,Gray-backed Thrush,Gray-backed Thrush ,,,,,,
Rußschnäpper,Dark-sided Flycatcher,Siberian Flycatcher ,,,,,,
Meisengimpel,Long-tailed Rosefinch,,,,,,,
Wiesenammer,Meadow Bunting,Siberian Meadow Bunting,,,,,,
Gelbkehlammer,Yellow-throated Bunting,Yellow-headed Bunting ,,,,,,
Fuchsammer,Fox Sparrow,Red Fox-sparrow ,,,,,,
Dachsammer,White-crowned Sparrow ,,,,,,,
Indigofink,Indigo Bunting,,,,,,,
Lazulifink,Lazuli Bunting,,,,,,,
Italiensperling,Italian Sparrow,,,,,,,
Felsentaube,Rock Pigeon,,,,,,,
